gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,1,3,113,78.8,1,0.4363419007770472,44.416258218768675,6372-RFVNS,1,1,0.8664916622990081
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,2,4,124,732.5,1,0.4363419007770472,412.87955768081287,5357-TZHPP,1,1,0.8663889601072265
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,1,1,4,114,268.45,1,0.4363419007770472,151.31401673640167,0258-NOKBL,0,1,0.8661043760152328
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,1,3,5,135,2025.1,1,0.4363419007770472,1141.4640167364016,9279-CJEOJ,0,1,0.8657452052106102
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,1,2,5,125,778.1,1,0.4363419007770472,438.5823670053795,3585-ISXZP,1,1,0.8654873073630279
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,1,1,3,113,143.65,1,0.4363419007770472,80.96948595337716,7198-GLXTC,1,1,0.864348135695542
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,1,1,4,114,367.95,1,0.4363419007770472,207.39799760908545,5339-PXDVH,0,1,0.8634840780783587
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,1,2,3,123,485.25,1,0.4363419007770472,273.5150926479378,9334-GWGOW,0,1,0.8625096719513025
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,1,3,113,71.0,1,0.4363419007770472,40.01972504482964,7409-KIUTL,1,1,0.8622471404681182
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,1,1,3,113,75.7,1,0.4363419007770472,42.668918111177526,5196-SGOAK,1,1,0.8614174436545203
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,1,2,3,123,533.05,1,0.4363419007770472,300.45794979079494,2077-MPJQO,0,1,0.8613413155571955
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,1,1,3,113,70.0,1,0.4363419007770472,39.45606694560669,1853-UDXBW,1,1,0.8600128668584334
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,1,2,5,125,1301.7,1,0.4363419007770472,733.7137477585176,2025-JKFWI,1,1,0.8599616648434267
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,1,1,4,114,80.05,1,0.4363419007770472,45.12083084279737,8821-XNHVZ,1,1,0.8586431635950672
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,1,3,113,71.0,1,0.4363419007770472,40.01972504482964,3422-LYEPQ,1,1,0.8577857186522817
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,1,3,4,134,2341.55,1,0.4363419007770472,1319.8336222355051,2985-FMWYF,0,1,0.8571646873584232
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,1,1,3,113,299.2,1,0.4363419007770472,168.64650328750744,6376-GAHQE,1,1,0.8569497654617675
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,1,1,4,114,247.25,1,0.4363419007770472,139.36446503287507,0923-PNFUB,1,1,0.8568063783562715
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,2,3,123,469.8,1,0.4363419007770472,264.8065750149432,4229-CZMLL,1,1,0.855235496884819
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,1,3,113,71.65,1,0.4363419007770472,40.38610280932457,8380-PEFPE,1,1,0.8547950632472777
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,1,1,2,112,78.65,1,0.4363419007770472,44.331709503885236,3677-IYRBF,1,1,0.854320104358688
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,1,1,2,112,140.4,1,0.4363419007770472,79.13759713090256,0988-JRWWP,0,1,0.8531241454104037
Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,1,2,4,124,1156.1,1,0.4363419007770472,651.6451285116556,4631-OACRM,1,1,0.8514054703265903
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,1,1,3,113,69.5,1,0.4363419007770472,39.17423789599521,5186-SAMNZ,1,1,0.8508102319146053
Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1,2,4,124,906.85,1,0.4363419007770472,511.1533472803347,4706-AXVKM,1,1,0.8507113257069636
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,1,2,3,123,606.25,1,0.4363419007770472,341.7177226539151,7130-VTEWQ,1,1,0.8490415334883048
Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,1,2,4,124,1008.7,1,0.4363419007770472,568.5619246861925,5228-EXCET,1,1,0.8472705814255984
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,1,3,113,70.45,1,0.4363419007770472,39.70971309025702,0390-DCFDQ,1,1,0.8468807054356015
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,1,1,2,112,50.05,1,0.4363419007770472,28.211087866108784,8445-DNBAE,0,1,0.8456915873950769
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,1,3,3,133,1712.7,1,0.4363419007770472,965.3772265391511,7534-BFESC,1,1,0.8451896223978486
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1,2,4,124,1258.6,1,0.4363419007770472,709.4200836820082,2845-HSJCY,1,1,0.844963149656713
Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,1,1,2,112,108.65,1,0.4363419007770472,61.24145248057382,8903-XEBGX,0,1,0.8449150234110054
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,1,2,3,123,572.45,1,0.4363419007770472,322.66607890017934,3030-YDNRM,0,1,0.8447522605582389
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,1,2,3,123,632.2,1,0.4363419007770472,356.34465032875073,8541-QVFKM,0,1,0.8429145395428889
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,1,1,4,114,453.75,1,0.4363419007770472,255.7598625224148,4919-IKATY,1,1,0.842224922260582
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1,3,3,133,1710.45,1,0.4363419007770472,964.1089958158996,3858-VOBET,1,1,0.8418203972680449
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,1,3,4,134,1737.45,1,0.4363419007770472,979.3277644949193,5628-FCGYG,0,1,0.8405266138127642
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,1,4,5,145,4564.9,0,0.1603905160390516,3832.7333333333327,1751-NCDLI,0,1,0.8401295179476461
Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,1,1,2,112,118.5,1,0.4363419007770472,66.7934847579199,8650-RHRKE,1,1,0.8388518428580712
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,1,2,3,123,576.7,1,0.4363419007770472,325.0616258218769,3199-XGZCY,0,1,0.838561458554849
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,1,4,114,425.9,1,0.4363419007770472,240.06198445905557,0876-WDUUZ,1,1,0.8371542660937115
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,1,2,3,123,724.65,1,0.4363419007770472,408.4548416019127,7354-OIJLX,0,1,0.8368089314188485
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,1,1,3,113,154.85,1,0.4363419007770472,87.28245666467423,0685-MLYYM,1,1,0.8363378374392282
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,1,3,5,135,2510.7,1,0.4363419007770472,1415.1763897190674,2665-NPTGL,0,1,0.8350851566403693
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,1,5,115,442.85,1,0.4363419007770472,249.61598924088463,5419-CONWX,1,1,0.8350502664045032
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,1,1,111,24.6,1,0.4363419007770472,13.865989240884637,9227-LUNBG,1,1,0.8341003745533321
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,1,2,4,124,522.35,1,0.4363419007770472,294.42680812910936,9741-YLNTD,0,1,0.8316273336398274
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,1,3,3,133,1893.95,1,0.4363419007770472,1067.5402570233114,1989-PRJHP,1,1,0.8314818980126156
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,1,3,4,134,1808.7,1,0.4363419007770472,1019.4884040645546,2057-ZBLPD,1,1,0.8308546450231449
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,1,1,3,113,207.4,1,0.4363419007770472,116.9026897788404,4983-CCWMC,0,1,0.8293793056366794
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,1,1,2,112,123.65,1,0.4363419007770472,69.69632396891811,7587-RZNME,1,1,0.8287675221267821
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,1,1,1,111,49.7,1,0.4363419007770472,28.013807531380753,9638-JIQYA,0,1,0.8284584730796188
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,1,1,4,114,244.45,1,0.4363419007770472,137.7862223550508,7952-OBOYL,0,1,0.8281158081756719
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,1,3,5,135,2510.2,1,0.4363419007770472,1414.8945606694558,0576-WNXXC,1,1,0.8280923010438
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,1,1,3,113,220.4,1,0.4363419007770472,124.23024506873878,4029-HPFVY,0,1,0.8275619606215823
Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,1,3,113,139.4,1,0.4363419007770472,78.57393903167961,0388-EOPEX,1,1,0.8260203100336077
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,1,1,3,113,139.25,1,0.4363419007770472,78.48939031679618,5442-BHQNG,0,1,0.8249044370661153
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,1,3,5,135,1992.55,1,0.4363419007770472,1123.1169456066943,4686-UXDML,0,1,0.8233695561426874
Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,1,1,2,112,72.4,1,0.4363419007770472,40.80884638374178,7881-EVUAD,1,1,0.8233646268791379
Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,1,3,4,134,2117.25,1,0.4363419007770472,1193.4051105797967,6507-ZJSUR,0,1,0.8231874414567988
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,1,2,3,123,1036.75,1,0.4363419007770472,584.3725343693962,9685-WKZGT,1,1,0.8223271122442443
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,1,1,3,113,302.6,1,0.4363419007770472,170.5629408248655,6705-LXORM,0,1,0.8222501207764965
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,1,1,2,112,50.5,1,0.4363419007770472,28.464734010759113,6608-QQLVK,1,1,0.8219980624143175
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,1,3,113,222.3,1,0.4363419007770472,125.3011954572624,9576-ANLXO,1,1,0.8219348359634884
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,3,5,135,3480.0,0,0.1603905160390516,2921.8410041841003,8397-MVTAZ,1,1,0.8207664443880112
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,1,3,5,135,3580.3,0,0.1603905160390516,3006.0538354253836,6899-PPEEA,1,1,0.8198256727333378
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,1,3,5,135,2967.35,0,0.1603905160390516,2491.41520223152,6543-XRMYR,1,1,0.8195113587850625
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,1,1,2,112,25.05,1,0.4363419007770472,14.119635385534966,0616-ATFGB,1,1,0.8188614194003704
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1,2,5,125,1740.7,1,0.4363419007770472,981.1596533173938,9692-TUSXH,1,1,0.8184419620231298
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,1,1,2,112,49.95,1,0.4363419007770472,28.15472205618649,3334-CTHOL,1,1,0.818185356197855
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,1,3,113,75.3,1,0.4363419007770472,42.44345487148834,9940-RHLFB,1,1,0.8179444857448241
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,3,3,133,2135.5,1,0.4363419007770472,1203.6918708906155,4412-YLTKF,1,1,0.8177717632353048
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,1,1,3,113,233.65,1,0.4363419007770472,131.6987148834429,2325-NBPZG,0,1,0.8177601351371541
Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,1,2,112,130.75,1,0.4363419007770472,73.69829647340107,6338-AVWCY,1,1,0.8161853218929306
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,1,1,3,113,76.35,1,0.4363419007770472,43.03529587567244,6910-HADCM,1,1,0.8150533962027916
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,1,1,3,113,209.1,1,0.4363419007770472,117.86090854751941,8676-TRMJS,1,1,0.8147140821746097
Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,1,1,3,113,450.9,1,0.4363419007770472,254.1534369396294,1658-TJVOA,0,1,0.813620201401958
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,1,1,2,112,238.5,1,0.4363419007770472,134.43245666467422,6402-EJMWF,0,1,0.8124576720093929
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,1,1,2,112,53.5,1,0.4363419007770472,30.155708308427972,2386-LAHRK,1,1,0.8122700575642636
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,1,1,3,113,426.35,1,0.4363419007770472,240.3156306037059,6175-IRFIT,0,1,0.8117848976580742
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,1,1,3,113,59.85,1,0.4363419007770472,33.73493723849372,3877-JRJIP,1,1,0.8114028933776701
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,1,2,5,125,1244.5,1,0.4363419007770472,701.4725044829647,6821-BUXUX,1,1,0.8105422136445318
Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,1,4,5,145,4863.85,0,0.1603905160390516,4083.734588563459,8818-DOPVL,0,1,0.8097869485490985
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,1,1,3,113,330.15,1,0.4363419007770472,186.09172145845784,0330-IVZHA,1,1,0.8092469631474452
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,1,2,4,124,1471.75,1,0.4363419007770472,829.5638075313807,4283-FUTGF,1,1,0.8087124826215406
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,1,3,113,215.8,1,0.4363419007770472,121.6374178123132,6680-WKXRZ,1,1,0.8083422918100422
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,1,1,3,113,147.15,1,0.4363419007770472,82.94228930065749,7571-YXDAD,1,1,0.8073996759921309
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,1,2,3,123,572.85,1,0.4363419007770472,322.8915421398685,1016-DJTSV,0,1,0.806694649825428
Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,1,2,5,125,1745.5,1,0.4363419007770472,983.865212193664,4647-MUZON,0,1,0.805362495978704
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,1,3,5,135,2983.8,0,0.1603905160390516,2505.226778242678,4817-VYYWS,1,1,0.8051141819892409
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,1,1,2,112,92.25,1,0.4363419007770472,51.99745965331739,9572-WUKSB,0,1,0.8047140987798039
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,2,3,123,527.9,1,0.4363419007770472,297.55511057979675,8699-ASUFO,1,1,0.8045653464947076
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,1,1,2,112,48.6,1,0.4363419007770472,27.393783622235503,9752-ZNQUT,0,1,0.8034660048970733
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,1,1,2,112,50.75,1,0.4363419007770472,28.60564853556485,4317-VTEOA,1,1,0.803405837826418
Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,2,4,124,1424.95,1,0.4363419007770472,803.1846084877466,1112-CUNAO,1,1,0.8020969851939486
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,1,3,4,134,2238.5,1,0.4363419007770472,1261.7486551105796,4873-ILOLJ,1,1,0.8018456285404998
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,1,1,3,113,317.75,1,0.4363419007770472,179.10236102809324,0581-BXBUB,0,1,0.8015601935363249
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,1,3,113,349.65,1,0.4363419007770472,197.08305439330542,0506-LVNGN,1,1,0.8003411252350414
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,4,5,145,5549.4,0,0.1603905160390516,4659.328870292887,7056-IMHCC,1,1,0.800276152454569
Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,1,3,5,135,4009.2,0,0.1603905160390516,3366.162343096234,2439-LYPMQ,0,1,0.7998401534481485
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,2,4,124,1308.4,1,0.4363419007770472,737.4902570233114,7861-UVUFT,1,1,0.7996903894730619
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,1,3,3,133,1493.2,1,0.4363419007770472,841.6542737597131,7855-DIWPO,0,1,0.7993775939741466
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,1,2,4,124,1532.45,1,0.4363419007770472,863.777854154214,9866-QEVEE,1,1,0.7983033231119071
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,1,2,4,124,463.05,1,0.4363419007770472,261.0018828451883,9840-DVNDC,1,1,0.7972397747642528
Female,1,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,77.75,1,1,2,112,77.75,1,0.4363419007770472,43.82441721458458,5480-HPRRX,1,1,0.7972337862965633
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,1,2,3,123,1189.4,1,0.4363419007770472,670.41494321578,4301-VVZKA,0,1,0.7965500978145149
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,1,3,5,135,3320.6,0,0.1603905160390516,2788.007252440725,8709-KRDVL,0,1,0.7963347286035792
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,1,4,5,145,4222.95,0,0.1603905160390516,3545.628870292887,2800-QQUSO,0,1,0.79380561448397
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,3,4,134,2351.8,1,0.4363419007770472,1325.6111177525404,6712-OAWRH,1,1,0.7937440433957423
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,1,2,112,249.95,1,0.4363419007770472,140.88634190077704,8601-QACRS,1,1,0.7923895367965839
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,1,2,4,124,1430.05,1,0.4363419007770472,806.0592647937835,1379-FRVEB,0,1,0.7918490538599875
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,1,4,5,145,5127.95,0,0.1603905160390516,4305.475453277545,8938-UMKPI,1,1,0.7916433585614122
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,1,1,4,114,241.3,1,0.4363419007770472,136.0106993424985,9643-AVVWI,0,1,0.7913997855933901
Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,1,1,2,112,283.95,1,0.4363419007770472,160.05071727435742,7129-ACFOG,0,1,0.7909646106769757
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,1,2,4,124,1043.4,1,0.4363419007770472,588.120860729229,2187-PKZAY,0,1,0.7906180067508563
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,1,2,3,123,401.3,1,0.4363419007770472,226.19599521817094,8873-GLDMH,0,1,0.7902227667567617
